msisdn,swap_ts,swap_channel,agent_risk_score,pre_swap_imei,post_swap_imei,imei_match,imei_msisdn_cardinality_90d,imei_swap_correlation,device_type,home_county,displacement_km,non_financial_activity_count,session_count_first_hour,time_to_first_session_min,label,fraud_archetype
254124948934,2025-01-28T21:19:00Z,agent,0.49,359667992195994,356240971968232,False,1,0.15,Tecno_T301,Turkana,1.5,0,2,1380.0,legit,new_recipient
254791498295,2025-02-06T00:18:00Z,agent,0.19,359891384185207,353410930957831,False,1,0.1,Samsung_A14,Meru,2.1,12,0,420.0,legit,new_recipient
254149089630,2025-01-04T12:09:00Z,retail_store,0.1,359681405078989,359681405078989,True,1,0.03,Infinix_Hot_30,Machakos,2.2,12,0,2100.0,legit,normal
254034435425,2025-02-22T13:55:00Z,call_center,0.61,358484530857456,355988624992502,False,2,0.04,Samsung_A04,Garissa,1.2,12,0,2820.0,legit,normal
254050621801,2025-01-19T17:31:00Z,agent,0.18,359722970376469,357439633592031,False,1,0.1,Infinix_Hot_30,Nakuru,1.1,5,4,192.0,legit,power_user
254752719416,2025-02-21T03:43:00Z,agent,0.3,352641217251077,352641217251077,True,2,0.02,itel_5027,Eldoret,1.6,5,1,180.0,legit,new_recipient
254732798334,2025-02-18T18:10:00Z,agent,0.07,352067095692307,UNKNOWN,False,0,0.0,Infinix_Hot_30,Kisumu,1.3,12,1,1560.0,legit,new_recipient
254771247367,2025-03-02T21:20:00Z,call_center,0.2,357285935194781,358281479334575,False,2,0.04,itel_2160,Meru,2.6,7,0,4320.0,legit,normal
254027533295,2025-02-14T15:08:00Z,call_center,0.07,357905993968237,352964392078946,False,4,0.04,Tecno_Spark_10,Turkana,2.4,9,0,2460.0,legit,rural_shared
254716149428,2025-02-21T13:17:00Z,retail_store,0.14,359668496612162,359946058622223,False,1,0.05,Redmi_12C,Garissa,1.0,15,0,1320.0,legit,normal
254014593094,2025-01-08T03:28:00Z,call_center,0.62,357637851645122,353356164040709,False,2,0.02,itel_5027,Turkana,2.5,9,0,4020.0,legit,normal
254798641418,2025-02-12T14:54:00Z,agent,0.44,354669676446149,359593493875467,False,5,0.11,itel_5027,Nakuru,1.9,3,1,960.0,legit,rural_shared
254144020546,2025-02-23T18:56:00Z,agent,0.17,355496552836874,357962233372336,False,1,0.07,Nokia_105,Kisii,1.0,6,0,1800.0,legit,new_recipient
254790703249,2025-02-09T16:26:00Z,agent,0.09,353454072696497,352235638442418,False,3,0.0,itel_5027,Turkana,1.4,5,1,1620.0,legit,rural_shared
254045666019,2025-02-14T23:26:00Z,agent,0.25,353820112828304,357312126006638,False,2,0.07,itel_2160,Nyeri,1.8,2,2,10.0,legit,urgent_mobile_money
254719472177,2025-01-20T00:17:00Z,agent,0.27,353344891673267,352324501346640,False,2,0.11,Tecno_Spark_10,Turkana,1.6,10,0,1020.0,legit,normal
254065709142,2025-01-21T02:11:00Z,agent,0.05,356704255986619,356704255986619,True,2,0.1,itel_2160,Garissa,2.2,8,0,1380.0,legit,normal
254056346635,2025-02-09T00:59:00Z,call_center,0.17,356348451115548,356348451115548,True,1,0.12,Tecno_T301,Machakos,2.1,7,0,2340.0,legit,new_recipient
254730929954,2025-02-07T20:21:00Z,agent,0.16,354705833087134,357279454313314,False,1,0.03,Nokia_105,Nyeri,1.3,10,0,3900.0,legit,normal
254740893232,2025-01-20T20:17:00Z,call_center,0.1,355822140652155,355567062993270,False,2,0.05,itel_5027,Nairobi,2.1,10,0,3900.0,legit,normal
254778166815,2025-01-08T16:29:00Z,retail_store,0.42,353566151562251,357811085003173,False,2,0.02,itel_2163,Garissa,2.5,3,3,33.0,legit,urgent_mobile_money
254787307374,2025-01-28T18:29:00Z,agent,0.32,357036157984681,354981362709934,False,5,0.04,Tecno_Spark_10,Mombasa,1.6,9,1,1140.0,legit,rural_shared
254761053596,2025-01-06T14:32:00Z,agent,0.29,355869176470935,355869176470935,True,2,0.0,Samsung_A14,Malindi,1.6,13,2,184.0,legit,power_user
254131409128,2025-02-01T15:36:00Z,agent,0.39,356454807475191,359475138380846,False,2,0.03,Tecno_Spark_10,Nyeri,3.0,4,0,2280.0,fraud,rural_shared
254030916622,2025-01-06T00:46:00Z,agent,0.27,354393376718468,UNKNOWN,False,0,0.0,Tecno_Spark_10,Nyeri,1.4,20,2,171.0,legit,power_user
254043062250,2025-01-04T15:09:00Z,call_center,0.26,355555139390842,355555139390842,True,2,0.04,Nokia_110,Garissa,2.3,14,0,1320.0,legit,normal
254024252294,2025-01-21T04:51:00Z,agent,0.44,356847676814469,356847676814469,True,1,0.11,itel_2160,Turkana,383.8,7,0,2400.0,legit,normal
254146111627,2025-02-14T03:08:00Z,agent,0.14,352784784992233,358411701691368,False,2,0.11,Nokia_110,Mombasa,1.9,15,0,3600.0,legit,normal
254767409637,2025-01-05T23:27:00Z,retail_store,0.19,353545343371124,359590470004378,False,1,0.06,Nokia_110,Turkana,1.2,10,1,1500.0,legit,new_recipient
254111160196,2025-01-07T01:03:00Z,agent,0.12,358327061818749,358327061818749,True,1,0.05,itel_5027,Nyeri,0.8,17,3,200.0,legit,power_user
254778721275,2025-02-19T14:26:00Z,retail_store,0.12,359614970271445,359753534058617,False,2,0.0,itel_2163,Turkana,1.8,6,0,60.0,fraud,new_recipient
254731389418,2025-02-22T22:20:00Z,agent,0.43,353555241327732,356013898058849,False,1,0.06,Infinix_Hot_30,Eldoret,0.5,11,0,2460.0,legit,normal
254038646255,2025-02-18T04:24:00Z,retail_store,0.17,355740174932424,354215572609626,False,1,0.03,Samsung_A04,Kisii,2.0,8,0,2280.0,legit,normal
254139215212,2025-02-08T16:05:00Z,call_center,0.4,354360783789705,359209416420091,False,5,0.02,Samsung_A04,Malindi,1.3,1,2,16.0,legit,rural_shared
254120469831,2025-02-02T16:05:00Z,agent,0.13,358023764354187,359515807435457,False,2,0.08,itel_2160,Thika,0.8,10,1,600.0,legit,new_recipient
254723625861,2025-02-20T23:09:00Z,agent,0.33,359958197884750,352278284285455,False,1,0.11,itel_5027,Mombasa,698.3,2,2,31.0,legit,urgent_mobile_money
254099395485,2025-01-12T01:49:00Z,agent,0.41,352242259374740,357461536160197,False,1,0.11,Samsung_A14,Mombasa,2.7,8,0,2760.0,legit,new_recipient
254187049399,2025-02-12T01:26:00Z,agent,0.34,353046142907969,355087554241423,False,1,0.09,Tecno_Spark_10,Nyeri,1.9,7,0,1620.0,legit,normal
254038005777,2025-02-22T14:15:00Z,agent,0.24,359085078245875,353025665757760,False,2,0.09,Redmi_12C,Turkana,1.7,15,1,121.0,legit,power_user
254748420406,2025-02-27T21:22:00Z,agent,0.4,356994692758552,352846860745261,False,2,0.04,itel_2163,Turkana,1.6,4,3,35.0,legit,emergency_drain
254098597073,2025-02-21T02:47:00Z,agent,0.34,353862226626703,357447291533900,False,2,0.09,Samsung_A14,Thika,1.7,2,2,11.0,legit,urgent_mobile_money
254164356395,2025-01-08T18:32:00Z,retail_store,0.19,352952801568045,352620159307989,False,2,0.05,Nokia_110,Nyeri,0.6,15,0,4020.0,legit,normal
254775834448,2025-01-15T22:56:00Z,agent,0.3,356864136521246,356864136521246,True,2,0.08,Nokia_110,Kisii,659.2,13,0,3720.0,legit,normal
254151764319,2025-01-22T17:05:00Z,retail_store,0.39,356581580146787,356581580146787,True,2,0.09,Samsung_A04,Garissa,398.0,3,0,1140.0,legit,normal
254051961365,2025-01-31T01:08:00Z,retail_store,0.25,353439992515182,353439992515182,True,2,0.11,Redmi_12C,Nairobi,1.9,14,0,1620.0,legit,normal
254044564568,2025-01-24T17:58:00Z,agent,0.35,354557935864694,356263753348580,False,1,0.02,Nokia_105,Nakuru,1.1,1,3,38.0,legit,urgent_mobile_money
254038088891,2025-02-01T14:56:00Z,retail_store,0.07,352594734304397,352594734304397,True,1,0.31,itel_5027,Meru,0.2,7,0,2640.0,legit,normal
254736083811,2025-02-28T18:27:00Z,agent,0.28,357631899029592,355601867668369,False,2,0.11,itel_2163,Nairobi,2.6,2,1,18.0,legit,emergency_drain
254072557529,2025-02-16T13:25:00Z,call_center,0.34,352451233386844,352451233386844,True,2,0.03,Samsung_A14,Nairobi,1.9,13,0,1860.0,legit,normal
254065565221,2025-01-13T00:14:00Z,agent,0.04,359707751867285,359707751867285,True,1,0.03,Redmi_12C,Machakos,2.7,8,1,2520.0,legit,new_recipient
254727262910,2025-01-31T04:50:00Z,agent,0.07,352324947053149,352324947053149,True,2,0.05,Redmi_12C,Eldoret,0.8,9,0,480.0,legit,normal
254096924535,2025-01-28T15:48:00Z,agent,0.18,355165577241259,355165577241259,True,1,0.02,Nokia_105,Machakos,1.0,1,1,151.0,legit,power_user
254033552583,2025-02-12T21:10:00Z,retail_store,0.09,355248353744370,357571569544446,False,1,0.12,itel_2163,Thika,0.6,0,2,6.0,legit,urgent_mobile_money
254033141063,2025-01-15T13:32:00Z,call_center,0.11,352326418025187,358115089032153,False,2,0.11,Samsung_A14,Nakuru,2.1,13,0,2040.0,legit,normal
254710934129,2025-02-06T15:34:00Z,retail_store,0.06,354557232770165,359006465667069,False,3,0.08,itel_5027,Kisii,1.0,5,0,240.0,legit,rural_shared
254745192145,2025-02-21T14:11:00Z,agent,0.42,352785673388644,352785673388644,True,1,0.08,Infinix_Hot_30,Nakuru,2.0,10,0,3840.0,legit,normal
254798219307,2025-03-01T03:18:00Z,call_center,0.19,357985487224695,357985487224695,True,1,0.06,itel_2160,Kisumu,2.6,7,0,480.0,legit,normal
254725207448,2025-02-26T22:59:00Z,call_center,0.04,355868849429882,354689980195638,False,2,0.07,itel_2163,Garissa,0.9,0,2,8.0,legit,urgent_mobile_money
254061490743,2025-01-26T04:53:00Z,agent,0.69,355659165242447,355659165242447,True,1,0.12,Nokia_105,Kisii,2.7,5,0,2760.0,legit,normal
254754334064,2025-01-04T15:02:00Z,agent,0.51,355233311563239,3528910059829715,False,1,0.37,itel_2163,Kisii,244.4,1,3,17.0,fraud,partial_text_coaching
254185537566,2025-01-23T00:34:00Z,agent,0.17,352329367120344,358379346041860,False,1,0.08,Redmi_12C,Meru,0.9,10,0,4260.0,legit,normal
254186071064,2025-02-02T19:16:00Z,call_center,0.31,352243171468701,359408199179285,False,1,0.1,Infinix_Hot_30,Nairobi,41.7,2,3,35.0,legit,urgent_mobile_money
254716339294,2025-02-19T02:17:00Z,agent,0.19,352692851638218,358568455865503,False,2,0.07,Nokia_110,Narok,1.0,11,0,780.0,legit,new_recipient
254161107041,2025-02-28T15:18:00Z,call_center,0.35,356099826979873,356099826979873,True,1,0.01,Nokia_110,Machakos,1.0,9,0,1440.0,legit,normal
254743491642,2025-02-17T00:45:00Z,agent,0.25,357104222492776,354773631439235,False,1,0.01,Nokia_110,Nyeri,0.2,4,3,36.0,legit,emergency_drain
254070659020,2025-02-14T02:57:00Z,retail_store,0.32,352430321533772,356546274012155,False,1,0.07,Tecno_T301,Nairobi,1.5,8,0,3120.0,legit,normal
254070511599,2025-02-09T13:34:00Z,call_center,0.31,355169056078889,354721572242406,False,1,0.07,Nokia_105,Thika,2.2,9,0,2100.0,legit,normal
254131021716,2025-03-01T18:51:00Z,agent,0.11,355192076378571,355192076378571,True,2,0.03,Samsung_A14,Garissa,1.6,7,0,3180.0,legit,normal
254179605016,2025-02-24T02:25:00Z,agent,0.39,356917427675657,359594260164922,False,3,0.06,Samsung_A04,Kisii,2.7,2,1,1080.0,legit,rural_shared
254785121074,2025-02-15T18:09:00Z,agent,0.12,357762629924457,358466055484432,False,1,0.08,Nokia_105,Garissa,1.2,1,1,60.0,legit,emergency_drain
254725621510,2025-02-06T13:38:00Z,call_center,0.24,359791870882891,359791870882891,True,2,0.1,itel_2160,Kisii,1.6,10,0,900.0,legit,normal
254765674396,2025-01-16T19:13:00Z,retail_store,0.33,353842821138191,356319478909429,False,2,0.09,Nokia_110,Kisumu,2.2,10,1,300.0,legit,new_recipient
254189087653,2025-02-07T04:57:00Z,agent,0.14,357309143726312,357309143726312,True,2,0.07,itel_2160,Nairobi,2.6,8,0,900.0,legit,new_recipient
254754543345,2025-01-23T14:30:00Z,agent,0.44,354269012480846,354269012480846,True,2,0.11,Nokia_110,Nairobi,1.8,15,0,2520.0,legit,normal
254176148925,2025-02-02T02:36:00Z,agent,0.3,352416808842509,358256105616798,False,2,0.06,Nokia_105,Meru,1.7,9,3,2160.0,legit,normal
254144566041,2025-01-12T13:59:00Z,agent,0.3,354060276940651,353003548780498,False,2,0.08,itel_2163,Garissa,1.4,12,3,142.0,legit,power_user
254095864711,2025-01-28T18:26:00Z,agent,0.14,354595905606506,354595905606506,True,2,0.0,Samsung_A14,Thika,1.3,6,0,2040.0,legit,normal
254161367320,2025-01-10T03:50:00Z,retail_store,0.17,359472853839818,353745092450832,False,2,0.08,itel_5027,Thika,2.3,9,0,180.0,legit,new_recipient
254755885918,2025-02-10T03:46:00Z,agent,0.31,355307842069367,354954077025143,False,2,0.03,itel_2160,Kisii,1.7,3,3,13.0,legit,urgent_mobile_money
254739442356,2025-02-12T01:08:00Z,call_center,0.1,358895865093244,358895865093244,True,2,0.06,Nokia_110,Turkana,0.7,17,2,143.0,legit,power_user
254161593383,2025-01-17T04:24:00Z,agent,0.17,358060044966854,358060044966854,True,2,0.09,Samsung_A04,Turkana,1.8,4,0,3840.0,legit,normal
254180992454,2025-01-08T01:44:00Z,retail_store,0.3,359762754790035,359762754790035,True,2,0.01,itel_2163,Machakos,2.7,7,1,147.0,legit,power_user
254031040402,2025-03-01T14:13:00Z,call_center,0.24,355096172489941,358217822191821,False,2,0.1,Samsung_A04,Mombasa,1.7,2,0,4.0,legit,rural_shared
254022461819,2025-02-17T19:09:00Z,agent,0.69,355313490073726,3528933718829601,False,1,0.15,itel_5027,Nyeri,1.0,5,3,99.0,fraud,local_insider
254128624269,2025-03-03T03:33:00Z,call_center,0.24,359303742547430,356636232188696,False,2,0.07,Tecno_Spark_10,Machakos,0.3,8,0,1080.0,legit,new_recipient
254740740257,2025-02-11T16:03:00Z,agent,0.17,356543755004853,UNKNOWN,False,0,0.0,Tecno_T301,Turkana,1.3,3,1,660.0,legit,rural_shared
254020467116,2025-02-25T17:46:00Z,agent,0.54,357761746397761,3528967121100100,False,1,0.64,Samsung_A04,Machakos,53.7,2,3,19.0,fraud,partial_text_coaching
254192919267,2025-01-06T01:22:00Z,agent,0.52,358804366480613,353302753353853,False,1,0.11,Samsung_A14,Meru,0.9,11,0,1620.0,legit,new_recipient
254778911030,2025-02-12T17:31:00Z,retail_store,0.41,352893260204549,354069472903594,False,1,0.01,itel_2160,Garissa,1.7,14,0,840.0,legit,normal
254164567411,2025-01-09T15:30:00Z,agent,0.53,359236271402219,3528920015818526,False,1,0.26,itel_2163,Thika,2.8,4,3,40.0,fraud,local_insider
254024380301,2025-01-12T16:25:00Z,call_center,0.33,353229135784758,353229135784758,True,1,0.1,Samsung_A14,Meru,2.6,7,2,40.0,legit,power_user
254127223841,2025-01-24T03:26:00Z,agent,0.13,357938339676512,354694102835698,False,2,0.11,itel_2163,Meru,2.5,13,0,4200.0,legit,normal
254756669471,2025-02-14T12:34:00Z,agent,0.05,357875888188151,353750849548895,False,1,0.02,Samsung_A14,Kisumu,1.3,3,0,3960.0,legit,normal
254729731370,2025-02-19T17:58:00Z,agent,0.35,354354846558394,354354846558394,True,2,0.34,Tecno_Spark_10,Turkana,1.4,5,0,1140.0,legit,normal
254748564829,2025-01-07T22:47:00Z,agent,0.4,357891282562025,359512793737504,False,1,0.1,Nokia_110,Nairobi,0.8,0,3,37.0,legit,emergency_drain
254026296532,2025-02-12T15:00:00Z,call_center,0.13,357693425840034,357693425840034,True,2,0.06,Samsung_A14,Malindi,0.2,3,0,4260.0,legit,normal
254199109409,2025-02-09T01:43:00Z,retail_store,0.11,356927358988017,356927358988017,True,2,0.12,Tecno_T301,Meru,2.6,10,1,2700.0,legit,new_recipient
254060376969,2025-02-25T00:30:00Z,call_center,0.07,355440435024110,355440435024110,True,1,0.06,Tecno_T301,Mombasa,2.6,19,2,168.0,legit,power_user
254731574994,2025-01-31T19:15:00Z,agent,0.13,353534060366661,353133613465465,False,2,0.02,Samsung_A04,Kisumu,2.1,10,0,13.0,legit,new_recipient
254025456296,2025-01-08T21:42:00Z,call_center,0.13,354072708005598,354072708005598,True,1,0.03,Samsung_A14,Nyeri,2.3,5,0,600.0,legit,normal
254040395469,2025-02-11T13:27:00Z,retail_store,0.23,356542748011105,356542748011105,True,2,0.01,Samsung_A04,Nakuru,2.3,15,2,154.0,legit,power_user
254066649625,2025-01-30T21:17:00Z,retail_store,0.22,358785487851020,353667863244609,False,4,0.25,itel_2160,Mombasa,0.7,10,1,1500.0,legit,rural_shared
254062884720,2025-02-12T22:29:00Z,agent,0.34,354080026326104,359812557700148,False,1,0.02,Nokia_105,Nyeri,245.0,13,0,2940.0,legit,normal
254172144848,2025-02-25T18:04:00Z,retail_store,0.08,358104743330119,358104743330119,True,1,0.08,Nokia_110,Nakuru,1.4,10,1,2280.0,legit,new_recipient
254750144735,2025-02-17T23:23:00Z,agent,0.61,359653083105456,358200789749767,False,1,0.1,Nokia_105,Meru,2.0,1,0,7.0,legit,power_user
254769417095,2025-01-10T22:29:00Z,call_center,0.12,356414445257260,356414445257260,True,2,0.01,Tecno_Spark_10,Machakos,2.2,4,0,1080.0,legit,normal
254081537268,2025-01-09T03:51:00Z,agent,0.21,353284341799344,354779791024856,False,1,0.01,Nokia_110,Kisumu,2.0,4,1,23.0,legit,emergency_drain
254139847320,2025-01-03T22:19:00Z,agent,0.15,355515893759146,352048467546339,False,2,0.06,itel_5027,Nairobi,1.8,14,0,1260.0,legit,normal
254091617732,2025-02-25T12:51:00Z,agent,0.2,358504748265548,355760878272936,False,5,0.05,Samsung_A14,Mombasa,2.1,7,0,2400.0,legit,rural_shared
254062036020,2025-02-23T19:40:00Z,retail_store,0.39,355564117482223,358021215777169,False,1,0.02,Samsung_A14,Eldoret,1.3,1,2,29.0,legit,urgent_mobile_money
254735779906,2025-02-16T19:16:00Z,agent,0.73,355122358009369,3528933718829601,False,2,0.33,itel_2160,Mombasa,0.8,2,2,154.0,fraud,local_insider
254770673910,2025-02-27T13:40:00Z,agent,0.07,359211527069966,UNKNOWN,False,0,0.0,itel_5027,Narok,2.6,2,2,32.0,legit,urgent_mobile_money
254194214813,2025-02-21T16:23:00Z,agent,0.07,354380066704786,357498490192211,False,2,0.01,itel_2160,Nakuru,1.9,5,0,3480.0,legit,normal
254066015393,2025-01-12T01:58:00Z,agent,0.21,358457026953487,356549071276181,False,5,0.06,Samsung_A14,Turkana,1.3,3,1,1320.0,legit,rural_shared
254765334685,2025-02-21T00:36:00Z,agent,0.18,352896201384198,UNKNOWN,False,0,0.0,itel_2163,Turkana,1.0,4,3,48.0,legit,emergency_drain
254010524775,2025-01-23T19:07:00Z,call_center,0.15,353014971748446,UNKNOWN,False,0,0.0,Tecno_Spark_10,Mombasa,2.2,2,1,2100.0,legit,rural_shared
254148344494,2025-03-02T23:47:00Z,retail_store,0.09,356536491087369,356536491087369,True,2,0.07,Nokia_105,Malindi,2.9,13,0,3240.0,legit,normal
254744424235,2025-01-10T21:24:00Z,agent,0.54,353421093307712,UNKNOWN,False,0,0.0,itel_2160,Eldoret,1.4,11,0,182.0,legit,power_user
254174041264,2025-01-10T12:14:00Z,agent,0.41,358734409282157,358751731726633,False,3,0.09,Tecno_Spark_10,Thika,3.0,7,0,1080.0,legit,rural_shared
254740812631,2025-01-12T19:33:00Z,call_center,0.04,355979595414456,353676689056852,False,1,0.06,itel_5027,Turkana,0.5,3,0,11.0,legit,normal
254753438808,2025-02-19T21:38:00Z,call_center,0.14,354662504548830,353016654623987,False,2,0.07,Infinix_Hot_30,Kisii,2.0,13,0,3360.0,legit,normal
254152530011,2025-01-25T04:22:00Z,retail_store,0.23,356714716699294,352847893787334,False,2,0.08,Nokia_110,Narok,2.2,2,1,17.0,legit,urgent_mobile_money
254183989133,2025-01-13T17:14:00Z,agent,0.35,358026529295049,357032561190896,False,4,0.05,Samsung_A14,Mombasa,0.9,0,0,2820.0,legit,rural_shared
254745232881,2025-02-20T04:40:00Z,agent,0.16,354674152307220,354674152307220,True,1,0.04,Redmi_12C,Narok,0.8,14,0,3420.0,legit,normal
254790059935,2025-01-11T23:37:00Z,call_center,0.34,352119231445994,354727385650216,False,1,0.08,Tecno_Spark_10,Nyeri,2.2,8,0,2820.0,legit,normal
