msisdn,label,archetype,rule_score,xgb_proba,iso_anomaly_score,ensemble_score,ensemble_prediction
254736083811,0,emergency_drain,18,0.7626,0.2934,0.4705,0
254072557529,0,normal,0,0.1374,0.0882,0.0839,0
254065565221,0,new_recipient,5,0.1471,0.2111,0.134,0
254727262910,0,normal,7,0.1005,0.1305,0.0989,0
254096924535,0,power_user,7,0.1818,0.3696,0.1952,0
254033552583,0,urgent_mobile_money,30,0.0751,0.4526,0.2369,0
254033141063,0,normal,2,0.1633,0.0855,0.1008,0
254710934129,0,rural_shared,6,0.1554,0.11,0.1154,0
254745192145,0,normal,0,0.1825,0.1537,0.1206,0
254798219307,0,normal,1,0.1586,0.1245,0.1055,0
254725207448,0,urgent_mobile_money,87,0.4011,0.5213,0.5718,0
254061490743,0,normal,1,0.1107,0.2397,0.1127,0
254754334064,1,partial_text_coaching,100,0.9646,0.6476,0.896,1
254185537566,0,normal,2,0.3039,0.1755,0.1866,0
254186071064,0,urgent_mobile_money,11,0.0561,0.3525,0.1464,0
254716339294,0,new_recipient,7,0.1144,0.2323,0.1305,0
254161107041,0,normal,0,0.1427,0.0894,0.0866,0
254743491642,0,emergency_drain,32,0.4935,0.4035,0.4189,0
254070659020,0,normal,1,0.3237,0.0829,0.1694,0
254070511599,0,normal,2,0.0872,0.0618,0.0607,0
254131021716,0,normal,0,0.0855,0.1081,0.0655,0
254179605016,0,rural_shared,4,0.415,0.2002,0.2488,0
254785121074,0,emergency_drain,18,0.1268,0.3495,0.1984,0
254725621510,0,normal,0,0.1807,0.0796,0.1012,0
254765674396,0,new_recipient,13,0.3812,0.1908,0.2583,0
254189087653,0,new_recipient,5,0.162,0.2462,0.1494,0
254754543345,0,normal,0,0.2716,0.1742,0.1658,0
254176148925,0,normal,3,0.2528,0.1663,0.1644,0
254144566041,0,power_user,9,0.1297,0.1608,0.1256,0
254095864711,0,normal,0,0.1567,0.0909,0.0932,0
254161367320,0,new_recipient,15,0.1524,0.1422,0.1491,0
254755885918,0,urgent_mobile_money,32,0.1713,0.2828,0.2438,0
254739442356,0,power_user,5,0.0898,0.3267,0.1371,0
254161593383,0,normal,3,0.183,0.235,0.1501,0
254180992454,0,power_user,4,0.1812,0.2009,0.1438,0
254031040402,0,rural_shared,21,0.3242,0.2911,0.2817,0
254022461819,1,local_insider,67,0.9632,0.5621,0.775,1
254128624269,0,new_recipient,12,0.3455,0.1527,0.2296,0
254740740257,0,rural_shared,1,0.2629,0.0987,0.146,0
254020467116,1,partial_text_coaching,100,0.9613,0.7084,0.9097,1
254192919267,0,new_recipient,4,0.3478,0.3623,0.2591,0
254778911030,0,normal,6,0.4139,0.2133,0.2576,0
254164567411,1,local_insider,31,0.9471,0.5628,0.6599,1
254024380301,0,power_user,18,0.0963,0.2256,0.1537,0
254127223841,0,normal,1,0.0873,0.1677,0.0842,0
254756669471,0,normal,3,0.1894,0.2221,0.1497,0
254729731370,0,normal,0,0.3451,0.2986,0.23,0
254748564829,0,emergency_drain,62,0.3628,0.4402,0.4593,0
254026296532,0,normal,0,0.1752,0.1952,0.1276,0
254199109409,0,new_recipient,3,0.1884,0.2105,0.1464,0
254060376969,0,power_user,5,0.1366,0.2291,0.1338,0
254731574994,0,new_recipient,35,0.4669,0.4603,0.4302,0
254025456296,0,normal,0,0.2444,0.1899,0.1574,0
254040395469,0,power_user,6,0.1386,0.1929,0.1286,0
254066649625,0,rural_shared,2,0.1275,0.5826,0.209,0
254062884720,0,normal,2,0.2192,0.2949,0.1784,0
254172144848,0,new_recipient,0,0.0511,0.3211,0.1033,0
254750144735,0,power_user,23,0.3268,0.3614,0.3064,0
254769417095,0,normal,3,0.0978,0.1457,0.0895,0
254081537268,0,emergency_drain,30,0.243,0.3687,0.2915,0
254139847320,0,normal,1,0.2521,0.0806,0.1366,0
254091617732,0,rural_shared,2,0.1781,0.1366,0.1203,0
254062036020,0,urgent_mobile_money,15,0.1257,0.1762,0.1456,0
254735779906,1,local_insider,22,0.8853,0.4703,0.582,0
254770673910,0,urgent_mobile_money,11,0.0993,0.2093,0.13,0
254194214813,0,normal,2,0.1251,0.1281,0.0943,0
254066015393,0,rural_shared,6,0.1824,0.3278,0.182,0
254765334685,0,emergency_drain,26,0.4106,0.3887,0.3599,0
254010524775,0,rural_shared,0,0.084,0.1503,0.0754,0
254148344494,0,normal,2,0.4331,0.3896,0.2983,0
254744424235,0,power_user,5,0.163,0.185,0.1346,0
254174041264,0,rural_shared,5,0.2786,0.2374,0.1997,0
254740812631,0,normal,17,0.0883,0.1943,0.1393,0
254753438808,0,normal,1,0.1135,0.1806,0.0992,0
254152530011,0,urgent_mobile_money,20,0.1823,0.1026,0.1677,0
254183989133,0,rural_shared,8,0.3167,0.5721,0.3095,0
254745232881,0,normal,0,0.2206,0.2658,0.1657,0
254790059935,0,normal,0,0.1895,0.0631,0.101,0
254120735229,0,rural_shared,16,0.4769,0.2162,0.3166,0
254131837133,0,new_recipient,13,0.2378,0.2115,0.1989,0
254060633124,1,local_insider,35,0.9692,0.5604,0.6812,1
254797669911,1,power_user,11,0.3056,0.1814,0.2159,0
254016656884,0,new_recipient,2,0.0502,0.2707,0.0963,0
254790917364,0,power_user,10,0.2473,0.2949,0.215,0
254024713786,0,normal,2,0.1749,0.2473,0.1465,0
254137811434,0,normal,0,0.0807,0.1387,0.071,0
254111143838,0,normal,0,0.0919,0.3232,0.1222,0
254782210793,0,urgent_mobile_money,9,0.0791,0.2455,0.124,0
254072194666,0,power_user,11,0.3883,0.1237,0.2387,0
254040080327,0,urgent_mobile_money,22,0.2315,0.3074,0.247,0
254793637824,0,normal,7,0.3622,0.1406,0.2191,0
254114179440,0,normal,2,0.2797,0.3855,0.2282,0
254110691910,0,normal,5,0.5542,0.4344,0.373,0
254774261054,0,rural_shared,3,0.2147,0.2656,0.172,0
254778099254,1,classic_fast,100,0.9085,0.7722,0.9019,1
254150765502,0,normal,1,0.129,0.0836,0.0819,0
254036726643,0,local_insider,18,0.9111,0.4186,0.5686,0
254060129813,1,local_insider,20,0.8919,0.4278,0.5683,0
254034077610,0,power_user,5,0.1486,0.1967,0.1311,0
254726472231,0,new_recipient,5,0.2424,0.3017,0.1995,0
254079597061,0,normal,0,0.1556,0.1739,0.1135,0
254161778119,0,normal,0,0.0795,0.2672,0.1026,0
254098039996,0,normal,0,0.1591,0.1701,0.1141,0
254763428461,0,normal,1,0.203,0.1668,0.1361,0
254176822679,0,normal,1,0.3371,0.124,0.1857,0
254194420827,0,normal,4,0.4178,0.3871,0.2968,0
254796311935,0,rural_shared,7,0.1926,0.3607,0.1978,0
254010662828,0,normal,0,0.0885,0.257,0.1041,0
254097061314,0,new_recipient,6,0.1046,0.2894,0.1374,0
254145876203,1,partial_text_coaching,100,0.9494,0.6684,0.8943,1
254191021010,0,normal,0,0.1756,0.0974,0.1034,0
254132284342,0,normal,0,0.1688,0.1098,0.1034,0
254790198160,0,new_recipient,8,0.4844,0.1576,0.2814,0
254736058334,0,urgent_mobile_money,11,0.2506,0.2273,0.2026,0
254741057794,0,new_recipient,3,0.2245,0.2361,0.169,0
254762962482,0,rural_shared,1,0.1271,0.2896,0.1326,0
254066749861,0,emergency_drain,30,0.1811,0.3468,0.2582,0
254727347218,0,normal,25,0.2517,0.3322,0.2713,0
254773501013,0,normal,4,0.2716,0.2718,0.2022,0
254188755732,0,rural_shared,2,0.2776,0.202,0.1814,0
254140319565,0,power_user,3,0.0945,0.2529,0.1147,0
254720339108,0,normal,0,0.1867,0.1661,0.1255,0
254013476528,0,new_recipient,4,0.1192,0.24,0.1256,0
254120629028,0,power_user,5,0.3117,0.2479,0.2172,0
254792271690,0,new_recipient,3,0.1473,0.1449,0.1115,0
254173831900,0,new_recipient,3,0.1908,0.3505,0.1825,0
254184752977,0,new_recipient,27,0.2913,0.3241,0.2931,0
254748017583,0,normal,6,0.1719,0.2578,0.1598,0
254764701931,0,new_recipient,2,0.1178,0.224,0.115,0
254086618364,0,normal,17,0.2714,0.3513,0.261,0
254727847472,0,new_recipient,3,0.2184,0.1722,0.1503,0
254784759082,0,normal,1,0.2232,0.1716,0.1463,0
254772473137,0,urgent_mobile_money,30,0.3825,0.2827,0.3328,0
254053312213,0,new_recipient,5,0.1001,0.2004,0.1101,0
254792881510,0,normal,1,0.0815,0.2655,0.1061,0
254165561344,0,normal,0,0.1577,0.1648,0.1122,0
254166190315,0,normal,0,0.3178,0.1125,0.1711,0
254051348747,0,normal,2,0.0768,0.1644,0.0817,0
254796952168,0,normal,0,0.2205,0.151,0.137,0
254183101147,0,new_recipient,5,0.2154,0.1564,0.151,0
254044594159,0,normal,2,0.1434,0.3582,0.1601,0
254131010469,0,normal,0,0.1573,0.1868,0.1175,0
254026326109,1,slow_fraudster,73,0.8815,0.6584,0.7803,1
254199201642,0,emergency_drain,27,0.5429,0.3235,0.4062,0
254052668269,0,new_recipient,2,0.0756,0.2469,0.1018,0
254072206893,0,rural_shared,13,0.2011,0.4363,0.2385,0
254092667108,0,normal,0,0.3009,0.1353,0.1692,0
254141484005,0,normal,4,0.1871,0.1674,0.138,0
254084399175,0,normal,0,0.1988,0.2209,0.1447,0
254793754514,0,power_user,3,0.2037,0.2654,0.167,0
254130609418,0,normal,1,0.1045,0.2289,0.1072,0
254142434733,0,new_recipient,3,0.1775,0.1585,0.1285,0
254724869891,0,new_recipient,5,0.2937,0.3728,0.2403,0
254792583750,0,new_recipient,3,0.1799,0.3497,0.1774,0
254744053047,0,new_recipient,3,0.26,0.1816,0.1714,0
254092464598,0,normal,0,0.1295,0.1279,0.0902,0
254765067734,0,power_user,17,0.4648,0.218,0.3147,0
254713351437,0,normal,20,0.3015,0.2626,0.2614,0
254784940499,0,normal,1,0.353,0.1546,0.2005,0
254793352379,0,power_user,3,0.0796,0.3746,0.1385,0
254712753446,0,power_user,1,0.2993,0.1971,0.187,0
254726614468,0,new_recipient,3,0.131,0.5354,0.2018,0
254142413948,0,normal,0,0.183,0.1205,0.1125,0
254760537414,0,normal,3,0.2244,0.1916,0.1579,0
254744338370,0,normal,2,0.1335,0.1488,0.1033,0
254074235351,0,normal,1,0.115,0.0276,0.0616,0
254792160524,0,normal,28,0.3797,0.4186,0.3595,0
254150922413,0,normal,1,0.2736,0.1681,0.1682,0
254768876621,0,urgent_mobile_money,23,0.0525,0.2839,0.1636,0
254047934534,0,new_recipient,2,0.3645,0.213,0.2233,0
254012192398,0,normal,16,0.4476,0.4436,0.3603,0
254791760191,0,new_recipient,3,0.1244,0.2185,0.1196,0
254151178563,1,slow_fraudster,50,0.9294,0.6297,0.7257,1
254192036014,0,normal,0,0.2348,0.1525,0.1438,0
254193636424,0,normal,1,0.0581,0.0449,0.0404,0
254026310468,0,normal,0,0.1559,0.0606,0.0853,0
254030156107,0,normal,4,0.1445,0.1983,0.1266,0
254145033916,0,normal,0,0.1956,0.0685,0.1051,0
254197601101,0,rural_shared,1,0.1404,0.1676,0.1081,0
254150427048,0,emergency_drain,27,0.8209,0.4301,0.5579,0
254080119878,0,normal,2,0.2334,0.0823,0.1316,0
254060071668,0,normal,0,0.1084,0.1342,0.0823,0
254734113790,0,normal,5,0.1657,0.2371,0.1489,0
254751821463,0,new_recipient,3,0.2805,0.1209,0.1654,0
254131643295,0,rural_shared,3,0.0895,0.2181,0.1038,0
254056781641,0,rural_shared,2,0.0961,0.1907,0.0969,0
254115308779,0,normal,0,0.2427,0.1934,0.1576,0
254118181962,0,normal,2,0.1197,0.1963,0.109,0
254012367428,0,new_recipient,7,0.3421,0.2435,0.2358,0
254730817567,1,clean_device,100,0.8695,0.5556,0.8302,1
254081471552,0,new_recipient,35,0.246,0.3224,0.2963,0
254770122432,0,rural_shared,4,0.2845,0.3587,0.2297,0
254045647674,0,urgent_mobile_money,29,0.2666,0.3287,0.2892,0
254729863691,0,rural_shared,5,0.2394,0.241,0.183,0
254134499827,0,urgent_mobile_money,41,0.2636,0.4465,0.3532,0
254730315691,0,normal,0,0.2709,0.2084,0.174,0
254775905854,0,normal,0,0.3866,0.2636,0.2399,0
254188064152,0,normal,2,0.1932,0.2137,0.1464,0
254738279220,0,new_recipient,7,0.1834,0.1888,0.1507,0
254076161102,0,new_recipient,4,0.2972,0.1991,0.1955,0
254099988274,0,normal,0,0.1959,0.1307,0.1208,0
254183143164,0,urgent_mobile_money,20,0.3223,0.3011,0.2803,0
254168955146,0,new_recipient,2,0.1555,0.1875,0.1229,0
254784531754,0,power_user,3,0.1838,0.3166,0.1709,0
254088419115,0,new_recipient,4,0.1537,0.2541,0.1447,0
254797674454,0,normal,4,0.1334,0.2352,0.1308,0
254730344945,0,urgent_mobile_money,42,0.3557,0.3516,0.374,0
254024600680,0,normal,1,0.1214,0.0,0.0576,0
254169260657,1,social_engineering_pretext,24,0.7808,0.2771,0.4926,0
254016384252,0,new_recipient,3,0.2443,0.204,0.1699,0
254188995819,0,urgent_mobile_money,24,0.1443,0.3979,0.2364,0
254722304248,0,normal,0,0.1961,0.3196,0.1681,0
254775318230,1,new_recipient,3,0.2878,0.1351,0.1723,0
254073126122,0,new_recipient,5,0.1825,0.3592,0.1869,0
254074375533,0,normal,1,0.0876,0.123,0.0732,0
254034352670,0,power_user,7,0.0775,0.2185,0.1105,0
254159553076,0,new_recipient,2,0.1589,0.1906,0.1252,0
254053308592,0,power_user,8,0.0941,0.1701,0.1089,0
254759919496,0,normal,7,0.3805,0.0584,0.2068,0
254111130531,1,rural_shared,1,0.1584,0.0726,0.0924,0
254138208382,0,rural_shared,11,0.314,0.3892,0.2716,0
254185431269,0,emergency_drain,15,0.2928,0.4453,0.2881,0
254139330483,0,new_recipient,3,0.1967,0.1803,0.1426,0
254088339402,0,rural_shared,2,0.2902,0.1042,0.1626,0
254781482148,0,normal,0,0.0955,0.1116,0.0709,0
254794500399,0,normal,7,0.1639,0.1872,0.1416,0
254025001014,0,power_user,9,0.1699,0.2362,0.1625,0
254779680767,1,urgent_mobile_money,21,0.3683,0.1925,0.2768,0
254773182875,0,normal,0,0.2215,0.1075,0.1266,0
254023376473,0,normal,1,0.2015,0.0724,0.1118,0
254741363303,0,normal,0,0.194,0.2375,0.1467,0
254021166543,0,power_user,15,0.3676,0.1134,0.2388,0
254721590610,0,new_recipient,3,0.0992,0.1637,0.0945,0
254192483922,0,emergency_drain,26,0.6204,0.287,0.4289,0
254116743407,0,new_recipient,4,0.1727,0.3142,0.1683,0
254190983161,1,classic_fast,100,0.9557,0.7792,0.9249,1
254156753393,0,urgent_mobile_money,27,0.2847,0.2175,0.2635,0
254790145751,0,urgent_mobile_money,23,0.5083,0.2134,0.3511,0
254134735587,0,rural_shared,3,0.3078,0.1606,0.1877,0
254115583774,0,urgent_mobile_money,17,0.3838,0.1863,0.2703,0
254798659403,0,normal,2,0.1919,0.1712,0.1352,0
254111182296,0,normal,1,0.0621,0.3567,0.1201,0
254715375349,0,new_recipient,8,0.3466,0.1242,0.211,0
254182145994,0,urgent_mobile_money,13,0.5487,0.1855,0.3323,0
254049998951,0,new_recipient,13,0.1175,0.1672,0.1337,0
254124299682,0,new_recipient,6,0.188,0.2199,0.1576,0
254785243182,0,normal,0,0.174,0.111,0.106,0
254188017919,0,rural_shared,11,0.0786,0.4762,0.1874,0
254039098690,0,normal,0,0.0428,0.1117,0.0472,0
254175757646,0,new_recipient,5,0.1174,0.1708,0.1105,0
254067575254,0,rural_shared,6,0.1232,0.2076,0.1253,0
254056786349,0,power_user,21,0.2626,0.3403,0.2662,0
254058893715,0,rural_shared,16,0.1995,0.2994,0.2126,0
254010909169,0,new_recipient,2,0.0657,0.2349,0.0943,0
254034276505,0,rural_shared,1,0.1358,0.1951,0.1129,0
254040514420,0,emergency_drain,11,0.4335,0.2997,0.303,0
254138505958,0,normal,0,0.1181,0.2136,0.1066,0
254033466794,0,new_recipient,0,0.0737,0.5086,0.1603,0
254096304602,0,new_recipient,27,0.3627,0.2068,0.2959,0
254018597067,0,new_recipient,3,0.1326,0.2548,0.1324,0
254055230060,0,rural_shared,6,0.1768,0.3878,0.1945,0
254047782497,0,urgent_mobile_money,13,0.1241,0.0828,0.1155,0
254042459235,0,rural_shared,1,0.1201,0.357,0.1463,0
254045971235,0,new_recipient,3,0.168,0.2322,0.1426,0
254165590227,0,normal,2,0.2474,0.3421,0.2029,0
254196845208,0,power_user,22,0.237,0.2887,0.2448,0
254110213485,1,partial_text_coaching,100,0.9714,0.6448,0.8983,1
254748933483,0,normal,1,0.185,0.3891,0.1835,0
254046324701,0,new_recipient,3,0.2349,0.1748,0.1584,0
254196677293,0,new_recipient,2,0.1522,0.2592,0.1393,0
254182358984,0,new_recipient,5,0.5077,0.3176,0.3229,0
254780376391,0,urgent_mobile_money,13,0.6218,0.2584,0.3834,0
254072498552,0,power_user,1,0.1154,0.2154,0.1088,0
254728782290,0,normal,0,0.0833,0.2087,0.0897,0
254757214506,1,classic_fast,100,0.9718,0.8582,0.9519,1
254036074582,0,normal,1,0.1097,0.1826,0.098,0
254760220146,0,emergency_drain,29,0.6541,0.3582,0.4709,0
254178845579,0,rural_shared,1,0.1511,0.0427,0.0817,0
254767497014,0,rural_shared,4,0.3184,0.5299,0.2877,0
254098989824,0,normal,0,0.1481,0.1049,0.0929,0
254096655237,0,new_recipient,4,0.1967,0.179,0.1453,0
254137466072,1,social_engineering_pretext,22,0.753,0.3753,0.4987,0
254037298502,0,new_recipient,4,0.3113,0.1439,0.1881,0
254173795760,0,normal,0,0.2468,0.1611,0.1513,0
254117092421,0,rural_shared,2,0.2299,0.289,0.1817,0
254094956586,0,rural_shared,3,0.2361,0.1662,0.1568,0
254075910454,0,new_recipient,10,0.2314,0.1936,0.1825,0
254049324873,0,new_recipient,6,0.2127,0.3101,0.1912,0
254063186840,0,rural_shared,1,0.3317,0.1184,0.1818,0
254142121486,0,power_user,25,0.2451,0.5262,0.3169,0
254125422024,0,normal,4,0.3441,0.2131,0.2201,0
254081505819,0,new_recipient,3,0.0813,0.2802,0.1156,0
254787892777,1,normal,1,0.2092,0.0493,0.1095,0
254181748543,0,normal,2,0.058,0.0795,0.052,0
254026118848,0,normal,3,0.3187,0.249,0.2147,0
254158850163,1,clean_device,100,0.939,0.6419,0.883,1
254024507193,0,urgent_mobile_money,28,0.3148,0.3129,0.3039,0
254076332985,0,normal,0,0.2767,0.1888,0.1717,0
254155149316,0,normal,4,0.2627,0.2386,0.1899,0
254098552876,0,new_recipient,9,0.2561,0.1678,0.1842,0
254717287229,0,emergency_drain,23,0.5599,0.2703,0.3885,0
254067143518,0,urgent_mobile_money,23,0.1731,0.1831,0.1927,0
254074867728,0,normal,1,0.2155,0.2546,0.1636,0
254026923900,0,emergency_drain,11,0.2404,0.2352,0.2,0
254187820911,0,normal,11,0.0911,0.22,0.129,0
254780149308,0,new_recipient,26,0.1817,0.4613,0.2751,0
254723618533,0,urgent_mobile_money,12,0.1328,0.1167,0.1249,0
254752141859,0,rural_shared,1,0.0992,0.2476,0.1095,0
254019268756,1,slow_fraudster,33,0.8759,0.4509,0.6059,0
254772976168,0,normal,4,0.1991,0.2653,0.1679,0
254038290729,0,normal,2,0.0712,0.2847,0.1092,0
254040435738,0,normal,5,0.1478,0.193,0.1298,0
254193543296,0,emergency_drain,22,0.1236,0.512,0.2496,0
254772436411,0,rural_shared,4,0.3551,0.3601,0.2618,0
254748367469,0,urgent_mobile_money,11,0.2938,0.1234,0.1961,0
254711387815,0,new_recipient,4,0.187,0.2119,0.1491,0
254727180522,0,power_user,7,0.1765,0.2416,0.1608,0
254064410234,0,normal,1,0.1082,0.255,0.1154,0
254140104190,0,normal,0,0.1094,0.261,0.1145,0
254787059020,0,normal,4,0.274,0.1832,0.1811,0
254189058105,0,new_recipient,3,0.1139,0.4084,0.1624,0
254147935425,0,normal,0,0.1458,0.0839,0.0866,0
254132006065,0,normal,2,0.1758,0.2581,0.1497,0
254762760453,0,normal,1,0.0718,0.0924,0.0584,0
254129236881,0,normal,3,0.4382,0.0893,0.2285,0
254768896913,0,new_recipient,7,0.1808,0.2171,0.1567,0
254046645099,0,new_recipient,4,0.0574,0.1887,0.085,0
254759827235,0,normal,3,0.1237,0.2462,0.1262,0
254720061223,0,urgent_mobile_money,21,0.6149,0.1449,0.376,0
254148544947,0,normal,0,0.143,0.072,0.0824,0
254738653700,0,rural_shared,2,0.0783,0.1741,0.0847,0
254110523867,0,normal,1,0.2587,0.153,0.1577,0
254721420223,0,rural_shared,6,0.2396,0.2297,0.1832,0
254138919049,0,power_user,6,0.1164,0.1143,0.0989,0
254720002037,0,new_recipient,9,0.323,0.2013,0.2227,0
254141901686,0,rural_shared,7,0.2853,0.4581,0.2639,0
254199748526,0,normal,0,0.1011,0.1051,0.0718,0
254051240658,0,normal,0,0.2294,0.1778,0.1477,0
254182785082,1,classic_fast,100,0.9658,0.7692,0.9269,1
254161042969,0,normal,1,0.1615,0.0472,0.0875,0
254185455970,0,normal,0,0.3325,0.1681,0.1916,0
254191734799,0,urgent_mobile_money,9,0.0954,0.0891,0.0922,0
254169598915,0,new_recipient,7,0.3216,0.1945,0.2143,0
254140870495,0,normal,1,0.1249,0.1317,0.0921,0
254020778842,0,normal,0,0.1926,0.0573,0.101,0
254023465478,0,new_recipient,11,0.2842,0.2963,0.235,0
254796580197,0,rural_shared,4,0.24,0.2078,0.172,0
254780681671,0,normal,2,0.2609,0.167,0.1651,0
254044551752,0,new_recipient,12,0.1417,0.143,0.1355,0
254079612993,0,normal,1,0.111,0.1443,0.089,0
254017891693,0,normal,2,0.1375,0.2023,0.1185,0
254120557039,0,new_recipient,5,0.1441,0.2502,0.1424,0
254719876257,0,normal,1,0.197,0.0483,0.1037,0
254745257395,0,rural_shared,2,0.0847,0.3086,0.1213,0
254166379795,0,new_recipient,8,0.1428,0.1875,0.1351,0
254094572817,0,normal,1,0.1995,0.1322,0.1258,0
254089375239,0,new_recipient,17,0.3718,0.1909,0.266,0
254177445058,0,new_recipient,4,0.1808,0.4064,0.195,0
254181411358,0,emergency_drain,69,0.6693,0.3611,0.5985,0
254050675529,0,normal,2,0.0961,0.2953,0.1231,0
